Model,DPO4054
Firmware Version,2.68

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.4
Horizontal Delay,0
Sample Interval,4e-05
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.05
Vertical Position,-0.08
,
,
,
Label,
TIME,CH1
3.07960e-01,0.06
3.08000e-01,0.062
3.08040e-01,0.072
3.08080e-01,0.072
3.08120e-01,0.058
3.08160e-01,0.034
3.08200e-01,0.06
3.08240e-01,0.068
3.08280e-01,0.064
3.08320e-01,0.068
3.08360e-01,0.062
3.08400e-01,0.056
3.08440e-01,0.072
3.08480e-01,0.064
3.08520e-01,0.07
3.08560e-01,0.068
3.08600e-01,0.06
3.08640e-01,0.058
3.08680e-01,0.062
3.08720e-01,0.072
3.08760e-01,0.07
3.08800e-01,0.07
3.08840e-01,0.058
3.08880e-01,0.054
3.08920e-01,0.064
3.08960e-01,0.072
3.09000e-01,0.068
3.09040e-01,0.07
3.09080e-01,0.062
3.09120e-01,0.064
3.09160e-01,0.056
3.09200e-01,0.068
3.09240e-01,0.068
3.09280e-01,0.066
3.09320e-01,0.064
3.09360e-01,0.058
3.09400e-01,0.062
3.09440e-01,0.07
3.09480e-01,0.07
3.09520e-01,0.07
3.09560e-01,0.064
3.09600e-01,0.066
3.09640e-01,0.068
3.09680e-01,0.062
3.09720e-01,0.086
3.09760e-01,0.058
3.09800e-01,0.068
3.09840e-01,0.062
3.09880e-01,0.064
3.09920e-01,0.074
3.09960e-01,0.062
3.10000e-01,0.07
3.10040e-01,0.054
3.10080e-01,0.066
3.10120e-01,0.068
3.10160e-01,0.062
3.10200e-01,0.074
3.10240e-01,0.062
3.10280e-01,0.066
3.10320e-01,0.052
3.10360e-01,0.062
3.10400e-01,0.056
3.10440e-01,0.064
3.10480e-01,0.07
3.10520e-01,0.062
3.10560e-01,0.062
3.10600e-01,0.066
3.10640e-01,0.06
3.10680e-01,0.066
3.10720e-01,0.06
3.10760e-01,0.064
3.10800e-01,0.058
3.10840e-01,0.062
3.10880e-01,0.054
3.10920e-01,0.068
3.10960e-01,0.06
3.11000e-01,0.046
3.11040e-01,0.058
3.11080e-01,0.062
3.11120e-01,0.06
3.11160e-01,0.058
3.11200e-01,0.07
3.11240e-01,0.048
3.11280e-01,0.068
3.11320e-01,0.062
3.11360e-01,0.066
3.11400e-01,0.062
3.11440e-01,0.068
3.11480e-01,0.066
3.11520e-01,0.008
3.11560e-01,0.07
3.11600e-01,0.066
3.11640e-01,0.082
3.11680e-01,0.062
3.11720e-01,0.066
3.11760e-01,0.05
3.11800e-01,0.066
3.11840e-01,0.064
3.11880e-01,0.072
3.11920e-01,0.062
3.11960e-01,0.062
3.12000e-01,0.06
3.12040e-01,0.066
3.12080e-01,0.074
3.12120e-01,0.062
3.12160e-01,0.06
3.12200e-01,0.056
3.12240e-01,0.06
3.12280e-01,0.06
3.12320e-01,0.064
3.12360e-01,0.066
3.12400e-01,0.064
3.12440e-01,0.062
3.12480e-01,0.066
3.12520e-01,0.07
3.12560e-01,0.068
3.12600e-01,0.064
3.12640e-01,0.056
3.12680e-01,0.066
3.12720e-01,0.058
3.12760e-01,0.062
3.12800e-01,0.07
3.12840e-01,0.064
3.12880e-01,0.064
3.12920e-01,0.06
3.12960e-01,0.066
3.13000e-01,0.07
3.13040e-01,0.072
3.13080e-01,0.066
3.13120e-01,0.06
3.13160e-01,0.06
3.13200e-01,0.068
3.13240e-01,0.068
3.13280e-01,0.056
3.13320e-01,0.066
3.13360e-01,0.054
3.13400e-01,0.066
3.13440e-01,0.066
3.13480e-01,0.068
3.13520e-01,0.074
3.13560e-01,0.066
3.13600e-01,0.054
3.13640e-01,0.058
3.13680e-01,0.06
3.13720e-01,0.066
3.13760e-01,0.068
3.13800e-01,0.07
3.13840e-01,0.058
3.13880e-01,0.06
3.13920e-01,0.056
3.13960e-01,0.072
3.14000e-01,0.068
3.14040e-01,0.066
3.14080e-01,0.102
3.14120e-01,0.068
3.14160e-01,0.062
3.14200e-01,0.06
3.14240e-01,0.066
3.14280e-01,0.058
3.14320e-01,0.062
3.14360e-01,0.06
3.14400e-01,0.07
3.14440e-01,0.072
3.14480e-01,0.072
3.14520e-01,0.07
3.14560e-01,0.064
3.14600e-01,0.054
3.14640e-01,0.07
3.14680e-01,0.064
3.14720e-01,0.07
3.14760e-01,0.07
3.14800e-01,0.056
3.14840e-01,0.068
3.14880e-01,0.058
3.14920e-01,0.07
3.14960e-01,0.062
3.15000e-01,0.064
3.15040e-01,0.06
3.15080e-01,0.064
3.15120e-01,0.062
3.15160e-01,0.078
3.15200e-01,0.072
3.15240e-01,0.068
3.15280e-01,0.062
3.15320e-01,0.054
3.15360e-01,0.062
3.15400e-01,0.062
3.15440e-01,0.062
3.15480e-01,0.072
3.15520e-01,0.062
3.15560e-01,0.064
3.15600e-01,0.072
3.15640e-01,0.074
3.15680e-01,0.072
3.15720e-01,0.064
3.15760e-01,0.054
3.15800e-01,0.064
3.15840e-01,0.062
3.15880e-01,0.07
3.15920e-01,0.072
3.15960e-01,0.066
3.16000e-01,0.058
3.16040e-01,0.062
3.16080e-01,0.056
3.16120e-01,0.076
3.16160e-01,0.056
3.16200e-01,0.06
3.16240e-01,0.062
3.16280e-01,0.07
3.16320e-01,0.036
3.16360e-01,0.07
3.16400e-01,0.096
3.16440e-01,0.06
3.16480e-01,0.054
3.16520e-01,0.04
3.16560e-01,0.072
3.16600e-01,0.062
3.16640e-01,0.086
3.16680e-01,0.054
3.16720e-01,0.054
3.16760e-01,0.054
3.16800e-01,0.062
3.16840e-01,0.07
3.16880e-01,0.08
3.16920e-01,0.064
3.16960e-01,0.062
3.17000e-01,0.064
3.17040e-01,0.062
3.17080e-01,0.072
3.17120e-01,0.068
3.17160e-01,0.062
3.17200e-01,0.054
3.17240e-01,0.072
3.17280e-01,0.066
3.17320e-01,0.064
3.17360e-01,0.068
3.17400e-01,0.058
3.17440e-01,0.058
3.17480e-01,0.058
3.17520e-01,0.062
3.17560e-01,0.066
3.17600e-01,0.07
3.17640e-01,0.064
3.17680e-01,0.054
3.17720e-01,0.066
3.17760e-01,0.068
3.17800e-01,0.068
3.17840e-01,0.068
3.17880e-01,0.06
3.17920e-01,0.052
3.17960e-01,0.06
3.18000e-01,0.068
3.18040e-01,0.066
3.18080e-01,0.068
3.18120e-01,0.064
3.18160e-01,0.06
3.18200e-01,0.066
3.18240e-01,0.066
3.18280e-01,0.068
3.18320e-01,0.07
3.18360e-01,0.07
3.18400e-01,0.058
3.18440e-01,0.066
3.18480e-01,0.07
3.18520e-01,0.07
3.18560e-01,0.064
3.18600e-01,0.056
3.18640e-01,0.06
3.18680e-01,0.056
3.18720e-01,0.064
3.18760e-01,0.062
3.18800e-01,0.078
3.18840e-01,0.052
3.18880e-01,0.06
3.18920e-01,0.066
3.18960e-01,0.066
3.19000e-01,0.074
3.19040e-01,0.068
3.19080e-01,0.058
3.19120e-01,0.064
3.19160e-01,0.062
3.19200e-01,0.066
3.19240e-01,0.078
3.19280e-01,0.064
3.19320e-01,0.058
3.19360e-01,0.054
3.19400e-01,0.066
3.19440e-01,0.066
3.19480e-01,0.07
3.19520e-01,0.062
3.19560e-01,0.056
3.19600e-01,0.064
3.19640e-01,0.06
3.19680e-01,0.064
3.19720e-01,0.068
3.19760e-01,0.074
3.19800e-01,0.06
3.19840e-01,0.062
3.19880e-01,0.066
3.19920e-01,0.068
3.19960e-01,0.062
3.20000e-01,0.066
3.20040e-01,0.058
3.20080e-01,0.066
3.20120e-01,0.066
3.20160e-01,0.07
3.20200e-01,0.068
3.20240e-01,0.064
3.20280e-01,0.062
3.20320e-01,0.066
3.20360e-01,0.064
3.20400e-01,0.07
3.20440e-01,0.06
3.20480e-01,0.058
3.20520e-01,0.058
3.20560e-01,0.064
3.20600e-01,0.066
3.20640e-01,0.062
3.20680e-01,0.07
3.20720e-01,0.058
3.20760e-01,0.06
3.20800e-01,0.064
3.20840e-01,0.066
3.20880e-01,0.068
3.20920e-01,0.06
3.20960e-01,0.066
3.21000e-01,0.058
3.21040e-01,0.064
3.21080e-01,0.06
3.21120e-01,0.072
3.21160e-01,0.07
3.21200e-01,0.062
3.21240e-01,0.068
3.21280e-01,0.008
3.21320e-01,0.072
3.21360e-01,0.066
3.21400e-01,0.072
3.21440e-01,0.062
3.21480e-01,0.06
3.21520e-01,0.07
3.21560e-01,0.066
3.21600e-01,0.082
3.21640e-01,0.072
3.21680e-01,0.064
3.21720e-01,0.06
3.21760e-01,0.058
3.21800e-01,0.066
3.21840e-01,0.066
3.21880e-01,0.066
3.21920e-01,0.064
3.21960e-01,0.062
3.22000e-01,0.058
3.22040e-01,0.066
3.22080e-01,0.066
3.22120e-01,0.054
3.22160e-01,0.062
3.22200e-01,0.06
3.22240e-01,0.064
3.22280e-01,0.072
3.22320e-01,0.072
3.22360e-01,0.058
3.22400e-01,0.058
3.22440e-01,0.062
3.22480e-01,0.058
3.22520e-01,0.068
3.22560e-01,0.068
3.22600e-01,0.07
3.22640e-01,0.066
3.22680e-01,0.092
3.22720e-01,0.054
3.22760e-01,0.064
3.22800e-01,0.058
3.22840e-01,0.066
3.22880e-01,0.06
3.22920e-01,0.058
3.22960e-01,0.058
3.23000e-01,0.062
3.23040e-01,0.06
3.23080e-01,0.07
3.23120e-01,0.06
3.23160e-01,0.066
3.23200e-01,0.064
3.23240e-01,0.064
3.23280e-01,0.07
3.23320e-01,0.07
3.23360e-01,0.054
3.23400e-01,0.062
3.23440e-01,0.06
3.23480e-01,0.062
3.23520e-01,0.066
3.23560e-01,0.062
3.23600e-01,0.054
3.23640e-01,0.064
3.23680e-01,0.066
3.23720e-01,0.07
3.23760e-01,0.066
3.23800e-01,0.072
3.23840e-01,0.06
3.23880e-01,0.07
3.23920e-01,0.07
3.23960e-01,0.068
3.24000e-01,0.078
3.24040e-01,0.066
3.24080e-01,0.056
3.24120e-01,0.056
3.24160e-01,0.056
3.24200e-01,0.066
3.24240e-01,0.068
3.24280e-01,0.06
3.24320e-01,0.054
3.24360e-01,0.062
3.24400e-01,0.058
3.24440e-01,0.056
3.24480e-01,0.068
3.24520e-01,0.06
3.24560e-01,0.06
3.24600e-01,0.062
3.24640e-01,0.07
3.24680e-01,0.068
3.24720e-01,0.066
3.24760e-01,0.064
3.24800e-01,0.066
3.24840e-01,0.06
3.24880e-01,0.06
3.24920e-01,0.066
3.24960e-01,0.062
3.25000e-01,0.06
3.25040e-01,0.056
3.25080e-01,0.058
3.25120e-01,0.068
3.25160e-01,0.074
3.25200e-01,0.068
3.25240e-01,0.062
3.25280e-01,0.064
3.25320e-01,0.056
3.25360e-01,0.094
3.25400e-01,0.068
3.25440e-01,0.074
3.25480e-01,0.066
3.25520e-01,0.052
3.25560e-01,0.072
3.25600e-01,0.072
3.25640e-01,0.07
3.25680e-01,0.064
3.25720e-01,0.06
3.25760e-01,0.056
3.25800e-01,0.06
3.25840e-01,0.062
3.25880e-01,0.024
3.25920e-01,0.07
3.25960e-01,0.068
3.26000e-01,0.058
3.26040e-01,0.066
3.26080e-01,0.06
3.26120e-01,0.068
3.26160e-01,0.06
3.26200e-01,0.062
3.26240e-01,0.06
3.26280e-01,0.142
3.26320e-01,0.062
3.26360e-01,0.064
3.26400e-01,0.05
3.26440e-01,0.066
3.26480e-01,0.062
3.26520e-01,0.06
3.26560e-01,0.066
3.26600e-01,0.068
3.26640e-01,0.05
3.26680e-01,0.066
3.26720e-01,0.062
3.26760e-01,0.042
3.26800e-01,0.072
3.26840e-01,0.072
3.26880e-01,0.066
3.26920e-01,0.064
3.26960e-01,0.058
3.27000e-01,0.072
3.27040e-01,0.066
3.27080e-01,0.068
3.27120e-01,0.06
3.27160e-01,0.07
3.27200e-01,0.062
3.27240e-01,0.06
3.27280e-01,0.07
3.27320e-01,0.066
3.27360e-01,0.07
3.27400e-01,0.058
3.27440e-01,0.056
3.27480e-01,0.054
3.27520e-01,0.072
3.27560e-01,0.07
3.27600e-01,0.076
3.27640e-01,0.06
3.27680e-01,0.058
3.27720e-01,0.058
3.27760e-01,0.07
3.27800e-01,0.06
3.27840e-01,0.07
3.27880e-01,0.064
3.27920e-01,0.062
3.27960e-01,0.062
3.28000e-01,0.064
3.28040e-01,0.068
3.28080e-01,0.062
3.28120e-01,0.066
3.28160e-01,0.06
3.28200e-01,0.06
3.28240e-01,0.074
3.28280e-01,0.064
3.28320e-01,0.072
3.28360e-01,0.054
3.28400e-01,0.056
3.28440e-01,0.062
3.28480e-01,0.066
3.28520e-01,0.07
3.28560e-01,0.072
3.28600e-01,0.058
3.28640e-01,0.062
3.28680e-01,0.056
3.28720e-01,0.06
3.28760e-01,0.066
3.28800e-01,0.072
3.28840e-01,0.06
3.28880e-01,0.064
3.28920e-01,0.06
3.28960e-01,0.07
3.29000e-01,0.068
3.29040e-01,0.072
3.29080e-01,0.06
3.29120e-01,0.066
3.29160e-01,0.062
3.29200e-01,0.064
3.29240e-01,0.074
3.29280e-01,0.066
3.29320e-01,0.06
3.29360e-01,0.064
3.29400e-01,0.066
3.29440e-01,0.068
3.29480e-01,0.068
3.29520e-01,0.076
3.29560e-01,0.06
3.29600e-01,0.062
3.29640e-01,0.066
3.29680e-01,0.064
3.29720e-01,0.06
3.29760e-01,0.066
3.29800e-01,0.06
3.29840e-01,0.06
3.29880e-01,0.066
3.29920e-01,0.064
3.29960e-01,0.07
3.30000e-01,0.06
3.30040e-01,0.058
3.30080e-01,0.056
3.30120e-01,0.062
3.30160e-01,0.066
3.30200e-01,0.068
3.30240e-01,0.062
3.30280e-01,0.062
3.30320e-01,0.068
3.30360e-01,0.062
3.30400e-01,0.07
3.30440e-01,0.07
3.30480e-01,0.062
3.30520e-01,0.066
3.30560e-01,0.066
3.30600e-01,0.064
3.30640e-01,0.076
3.30680e-01,0.072
3.30720e-01,0.064
3.30760e-01,0.062
3.30800e-01,0.068
3.30840e-01,0.058
3.30880e-01,0.068
3.30920e-01,0.08
3.30960e-01,0.064
3.31000e-01,0.058
3.31040e-01,0.064
3.31080e-01,0.068
3.31120e-01,0.07
3.31160e-01,0.062
3.31200e-01,0.056
3.31240e-01,0.056
3.31280e-01,0.086
3.31320e-01,0.07
3.31360e-01,0.07
3.31400e-01,0.054
3.31440e-01,0.07
3.31480e-01,0.064
3.31520e-01,0.046
3.31560e-01,0.064
3.31600e-01,0.068
3.31640e-01,0.064
3.31680e-01,0.068
3.31720e-01,0.062
3.31760e-01,0.05
3.31800e-01,0.064
3.31840e-01,0.066
3.31880e-01,0.068
3.31920e-01,0.06
3.31960e-01,0.056
3.32000e-01,0.054
3.32040e-01,0.06
3.32080e-01,0.07
3.32120e-01,0.07
3.32160e-01,0.066
3.32200e-01,0.056
3.32240e-01,0.068
3.32280e-01,0.064
3.32320e-01,0.064
3.32360e-01,0.072
3.32400e-01,0.06
3.32440e-01,0.056
3.32480e-01,0.052
3.32520e-01,0.066
3.32560e-01,0.072
3.32600e-01,0.068
3.32640e-01,0.07
3.32680e-01,0.06
3.32720e-01,0.062
3.32760e-01,0.064
3.32800e-01,0.068
3.32840e-01,0.06
3.32880e-01,0.054
3.32920e-01,0.058
3.32960e-01,0.07
3.33000e-01,0.062
3.33040e-01,0.064
3.33080e-01,0.072
3.33120e-01,0.06
3.33160e-01,0.068
3.33200e-01,0.068
3.33240e-01,0.068
3.33280e-01,0.068
3.33320e-01,0.068
3.33360e-01,0.058
3.33400e-01,0.056
3.33440e-01,0.068
3.33480e-01,0.07
3.33520e-01,0.07
3.33560e-01,0.068
3.33600e-01,0.054
3.33640e-01,0.06
3.33680e-01,0.058
3.33720e-01,0.068
3.33760e-01,0.06
3.33800e-01,0.064
3.33840e-01,0.06
3.33880e-01,0.062
3.33920e-01,0.064
3.33960e-01,0.056
3.34000e-01,0.072
3.34040e-01,0.064
3.34080e-01,0.058
3.34120e-01,0.07
3.34160e-01,0.062
3.34200e-01,0.064
3.34240e-01,0.062
3.34280e-01,0.068
3.34320e-01,0.056
3.34360e-01,0.062
3.34400e-01,0.062
3.34440e-01,0.068
3.34480e-01,0.074
3.34520e-01,0.06
3.34560e-01,0.062
3.34600e-01,0.064
3.34640e-01,0.064
3.34680e-01,0.07
3.34720e-01,0.068
3.34760e-01,0.07
3.34800e-01,0.06
3.34840e-01,0.066
3.34880e-01,0.06
3.34920e-01,0.058
3.34960e-01,0.074
3.35000e-01,0.076
3.35040e-01,0.064
3.35080e-01,0.062
3.35120e-01,0.062
3.35160e-01,0.068
3.35200e-01,0.066
3.35240e-01,0.048
3.35280e-01,0.064
3.35320e-01,0.07
3.35360e-01,0.068
3.35400e-01,0.074
3.35440e-01,0.064
3.35480e-01,0.066
3.35520e-01,0.056
3.35560e-01,0.062
3.35600e-01,0.068
3.35640e-01,0.066
3.35680e-01,0.062
3.35720e-01,0.068
3.35760e-01,0.056
3.35800e-01,0.07
3.35840e-01,0.066
3.35880e-01,0.064
3.35920e-01,0.062
3.35960e-01,0.066
3.36000e-01,0.062
3.36040e-01,0.068
3.36080e-01,0.068
3.36120e-01,0.06
3.36160e-01,0.034
3.36200e-01,0.068
3.36240e-01,0.068
3.36280e-01,0.034
3.36320e-01,0.07
3.36360e-01,0.06
3.36400e-01,0.072
3.36440e-01,0.056
3.36480e-01,0.058
3.36520e-01,0.056
3.36560e-01,0.064
3.36600e-01,0.066
3.36640e-01,0.068
3.36680e-01,0.07
3.36720e-01,0.052
3.36760e-01,0.066
3.36800e-01,0.072
3.36840e-01,0.068
3.36880e-01,0.072
3.36920e-01,0.062
3.36960e-01,0.062
3.37000e-01,0.072
3.37040e-01,0.064
3.37080e-01,0.064
3.37120e-01,0.066
3.37160e-01,0.064
3.37200e-01,0.06
3.37240e-01,0.062
3.37280e-01,0.072
3.37320e-01,0.062
3.37360e-01,0.08
3.37400e-01,0.056
3.37440e-01,0.054
3.37480e-01,0.068
3.37520e-01,0.072
3.37560e-01,0.074
3.37600e-01,0.074
3.37640e-01,0.06
3.37680e-01,0.072
3.37720e-01,0.06
3.37760e-01,0.068
3.37800e-01,0.06
3.37840e-01,0.072
3.37880e-01,0.06
3.37920e-01,0.064
3.37960e-01,0.058
3.38000e-01,0.068
3.38040e-01,0.064
3.38080e-01,0.066
3.38120e-01,0.062
3.38160e-01,0.06
3.38200e-01,0.066
3.38240e-01,0.062
3.38280e-01,0.068
3.38320e-01,0.064
3.38360e-01,0.062
3.38400e-01,0.062
3.38440e-01,0.062
3.38480e-01,0.07
3.38520e-01,0.074
3.38560e-01,0.07
3.38600e-01,0.06
3.38640e-01,0.056
3.38680e-01,0.056
3.38720e-01,0.062
3.38760e-01,0.058
3.38800e-01,0.07
3.38840e-01,0.082
3.38880e-01,0.058
3.38920e-01,0.064
3.38960e-01,0.064
3.39000e-01,0.064
3.39040e-01,0.052
3.39080e-01,0.054
3.39120e-01,0.056
3.39160e-01,0.06
3.39200e-01,0.07
3.39240e-01,0.074
3.39280e-01,0.066
3.39320e-01,0.054
3.39360e-01,0.07
3.39400e-01,0.054
3.39440e-01,0.068
3.39480e-01,0.058
3.39520e-01,0.066
3.39560e-01,0.056
3.39600e-01,0.064
3.39640e-01,0.062
3.39680e-01,0.064
3.39720e-01,0.074
3.39760e-01,0.114
3.39800e-01,0.064
3.39840e-01,0.068
3.39880e-01,0.058
3.39920e-01,0.064
3.39960e-01,0.066
3.40000e-01,0.062
3.40040e-01,0.058
3.40080e-01,0.068
3.40120e-01,0.074
3.40160e-01,0.066
3.40200e-01,0.066
3.40240e-01,0.068
3.40280e-01,0.054
3.40320e-01,0.064
3.40360e-01,0.07
3.40400e-01,0.058
3.40440e-01,0.074
3.40480e-01,0.07
3.40520e-01,0.056
3.40560e-01,0.064
3.40600e-01,0.068
3.40640e-01,0.07
3.40680e-01,0.068
3.40720e-01,0.06
3.40760e-01,0.064
3.40800e-01,0.064
3.40840e-01,0.06
3.40880e-01,0.064
3.40920e-01,0.054
3.40960e-01,0.062
3.41000e-01,0.072
3.41040e-01,0.07
3.41080e-01,0.06
3.41120e-01,0.07
3.41160e-01,0.042
3.41200e-01,0.06
3.41240e-01,0.072
3.41280e-01,0.034
3.41320e-01,0.068
3.41360e-01,0.064
3.41400e-01,0.08
3.41440e-01,0.062
3.41480e-01,0.064
3.41520e-01,0.06
3.41560e-01,0.064
3.41600e-01,0.07
3.41640e-01,0.076
3.41680e-01,0.062
3.41720e-01,0.056
3.41760e-01,0.062
3.41800e-01,0.066
3.41840e-01,0.062
3.41880e-01,0.062
3.41920e-01,0.064
3.41960e-01,0.066
3.42000e-01,0.06
3.42040e-01,0.062
3.42080e-01,0.076
3.42120e-01,0.064
3.42160e-01,0.06
3.42200e-01,0.06
3.42240e-01,0.056
3.42280e-01,0.06
3.42320e-01,0.064
3.42360e-01,0.068
3.42400e-01,0.062
3.42440e-01,0.06
3.42480e-01,0.056
3.42520e-01,0.07
3.42560e-01,0.074
3.42600e-01,0.07
3.42640e-01,0.064
3.42680e-01,0.056
3.42720e-01,0.054
3.42760e-01,0.064
3.42800e-01,0.074
3.42840e-01,0.064
3.42880e-01,0.06
3.42920e-01,0.06
3.42960e-01,0.072
3.43000e-01,0.066
3.43040e-01,0.07
3.43080e-01,0.066
3.43120e-01,0.056
3.43160e-01,0.056
3.43200e-01,0.066
3.43240e-01,0.064
3.43280e-01,0.06
3.43320e-01,0.064
3.43360e-01,0.054
3.43400e-01,0.058
3.43440e-01,0.066
3.43480e-01,0.068
3.43520e-01,0.066
3.43560e-01,0.068
3.43600e-01,0.062
3.43640e-01,0.06
3.43680e-01,0.064
3.43720e-01,0.066
3.43760e-01,0.072
3.43800e-01,0.064
3.43840e-01,0.068
3.43880e-01,0.062
3.43920e-01,0.066
3.43960e-01,0.064
3.44000e-01,0.07
3.44040e-01,0.064
3.44080e-01,0.052
3.44120e-01,0.064
3.44160e-01,0.066
3.44200e-01,0.064
3.44240e-01,0.074
3.44280e-01,0.074
3.44320e-01,0.06
3.44360e-01,0.058
3.44400e-01,0.068
3.44440e-01,0.062
3.44480e-01,0.068
3.44520e-01,0.056
3.44560e-01,0.056
3.44600e-01,0.058
3.44640e-01,0.06
3.44680e-01,0.06
3.44720e-01,0.07
3.44760e-01,0.056
3.44800e-01,0.068
3.44840e-01,0.06
3.44880e-01,0.06
3.44920e-01,0.072
3.44960e-01,0.07
3.45000e-01,0.068
3.45040e-01,0.048
3.45080e-01,0.06
3.45120e-01,0.072
3.45160e-01,0.07
3.45200e-01,0.068
3.45240e-01,0.07
3.45280e-01,0.05
3.45320e-01,0.072
3.45360e-01,0.074
3.45400e-01,0.062
3.45440e-01,0.066
3.45480e-01,0.068
3.45520e-01,0.062
3.45560e-01,0.06
3.45600e-01,0.068
3.45640e-01,0.07
3.45680e-01,0.064
3.45720e-01,0.064
3.45760e-01,0.056
3.45800e-01,0.064
3.45840e-01,0.06
3.45880e-01,0.062
3.45920e-01,0.07
3.45960e-01,0.07
3.46000e-01,0.064
3.46040e-01,0.056
3.46080e-01,0.06
3.46120e-01,0.07
3.46160e-01,0.054
3.46200e-01,0.056
3.46240e-01,0.056
3.46280e-01,0.054
3.46320e-01,0.064
3.46360e-01,0.074
3.46400e-01,0.066
3.46440e-01,0.064
3.46480e-01,0.052
3.46520e-01,0.054
3.46560e-01,0.068
3.46600e-01,0.06
3.46640e-01,0.068
3.46680e-01,0.06
3.46720e-01,0.066
3.46760e-01,0.072
3.46800e-01,0.068
3.46840e-01,0.07
3.46880e-01,0.06
3.46920e-01,0.062
3.46960e-01,0.06
3.47000e-01,0.06
3.47040e-01,0.064
3.47080e-01,0.072
3.47120e-01,0.07
3.47160e-01,0.068
3.47200e-01,0.058
3.47240e-01,0.058
3.47280e-01,0.07
3.47320e-01,0.066
3.47360e-01,0.07
3.47400e-01,0.064
3.47440e-01,0.06
3.47480e-01,0.062
3.47520e-01,0.072
3.47560e-01,0.06
3.47600e-01,0.078
3.47640e-01,0.052
3.47680e-01,0.064
3.47720e-01,0.068
3.47760e-01,0.062
3.47800e-01,0.066
3.47840e-01,0.068
3.47880e-01,0.066
3.47920e-01,0.048
3.47960e-01,0.064
3.48000e-01,0.066
3.48040e-01,0.062
3.48080e-01,0.068
3.48120e-01,0.058
3.48160e-01,0.064
3.48200e-01,0.064
3.48240e-01,0.07
3.48280e-01,0.07
3.48320e-01,0.07
3.48360e-01,0.06
3.48400e-01,0.054
3.48440e-01,0.064
3.48480e-01,0.064
3.48520e-01,0.066
3.48560e-01,0.062
3.48600e-01,0.056
3.48640e-01,0.066
3.48680e-01,0.06
3.48720e-01,0.068
3.48760e-01,0.066
3.48800e-01,0.072
3.48840e-01,0.062
3.48880e-01,0.066
3.48920e-01,0.064
3.48960e-01,0.068
3.49000e-01,0.064
3.49040e-01,0.07
3.49080e-01,0.06
3.49120e-01,0.064
3.49160e-01,0.074
3.49200e-01,0.072
3.49240e-01,0.068
3.49280e-01,0.062
3.49320e-01,0.062
3.49360e-01,0.058
3.49400e-01,0.056
3.49440e-01,0.068
3.49480e-01,0.052
3.49520e-01,0.064
3.49560e-01,0.062
3.49600e-01,0.066
3.49640e-01,0.06
3.49680e-01,0.074
3.49720e-01,0.068
3.49760e-01,0.064
3.49800e-01,0.062
3.49840e-01,0.066
3.49880e-01,0.066
3.49920e-01,0.064
3.49960e-01,0.068
3.50000e-01,0.062
3.50040e-01,0.07
3.50080e-01,0.064
3.50120e-01,0.06
3.50160e-01,0.072
3.50200e-01,0.056
3.50240e-01,0.068
3.50280e-01,0.06
3.50320e-01,0.066
3.50360e-01,0.064
3.50400e-01,0.062
3.50440e-01,0.072
3.50480e-01,0.066
3.50520e-01,0.07
3.50560e-01,0.054
3.50600e-01,0.062
3.50640e-01,0.058
3.50680e-01,0.062
3.50720e-01,0.062
3.50760e-01,0.052
3.50800e-01,0.066
3.50840e-01,0.074
3.50880e-01,0.062
3.50920e-01,0.068
3.50960e-01,0.066
3.51000e-01,0.056
3.51040e-01,0.066
3.51080e-01,0.064
3.51120e-01,0.06
3.51160e-01,0.08
3.51200e-01,0.06
3.51240e-01,0.06
3.51280e-01,0.094
3.51320e-01,0.058
3.51360e-01,0.064
3.51400e-01,0.068
3.51440e-01,0.058
3.51480e-01,0.05
3.51520e-01,0.056
3.51560e-01,0.06
3.51600e-01,0.068
3.51640e-01,0.068
3.51680e-01,0.062
3.51720e-01,0.052
3.51760e-01,0.054
3.51800e-01,0.058
3.51840e-01,0.074
3.51880e-01,0.07
3.51920e-01,0.054
3.51960e-01,0.056
3.52000e-01,0.06
3.52040e-01,0.066
3.52080e-01,0.064
3.52120e-01,0.064
3.52160e-01,0.056
3.52200e-01,0.056
3.52240e-01,0.066
3.52280e-01,0.064
3.52320e-01,0.07
3.52360e-01,0.07
3.52400e-01,0.054
3.52440e-01,0.06
3.52480e-01,0.054
3.52520e-01,0.062
3.52560e-01,0.066
3.52600e-01,0.074
3.52640e-01,0.052
3.52680e-01,0.052
3.52720e-01,0.06
3.52760e-01,0.06
3.52800e-01,0.074
3.52840e-01,0.072
3.52880e-01,0.066
3.52920e-01,0.06
3.52960e-01,0.066
3.53000e-01,0.076
3.53040e-01,0.058
3.53080e-01,0.068
3.53120e-01,0.054
3.53160e-01,0.06
3.53200e-01,0.062
3.53240e-01,0.062
3.53280e-01,0.076
3.53320e-01,0.066
3.53360e-01,0.058
3.53400e-01,0.062
3.53440e-01,0.06
3.53480e-01,0.076
3.53520e-01,0.062
3.53560e-01,0.06
3.53600e-01,0.06
3.53640e-01,0.06
3.53680e-01,0.064
3.53720e-01,0.064
3.53760e-01,0.068
3.53800e-01,0.066
3.53840e-01,0.056
3.53880e-01,0.06
3.53920e-01,0.056
3.53960e-01,0.064
